country,country_code,year_week,level,region,region_name,new_cases,tests_done,population,testing_rate,positivity_rate,testing_data_source
Cyprus,CY,2021-W30,national,CY,Cyprus,4505,408184,896007,45555.89409457739,1.1036689336181722,TESSy
Cyprus,CY,2021-W31,national,CY,Cyprus,3759,329652,896007,36791.23042565516,1.1402934003130574,TESSy
Cyprus,CY,2021-W32,national,CY,Cyprus,2890,332594,896007,37119.57607474049,0.8689272807086117,TESSy
Cyprus,CY,2021-W33,national,CY,Cyprus,2461,312549,896007,34882.42837388547,0.7873965362231202,TESSy
Cyprus,CY,2021-W34,national,CY,Cyprus,1944,291094,896007,32487.915831014714,0.66782551340804,TESSy
Cyprus,CY,2021-W35,national,CY,Cyprus,3491,348500,896007,38894.785420203196,1.0017216642754663,TESSy
Cyprus,CY,2021-W36,national,CY,Cyprus,1163,357863,896007,39939.75493495028,0.32498470084920766,TESSy
Cyprus,CY,2021-W37,national,CY,Cyprus,1026,378787,896007,42275.00454795554,0.2708646284059379,TESSy
Cyprus,CY,2021-W38,national,CY,Cyprus,810,373501,896007,41685.0537998029,0.21686688924527645,TESSy
Cyprus,CY,2021-W39,national,CY,Cyprus,731,325917,896007,36374.381003719835,0.22429023340298296,TESSy
Cyprus,CY,2021-W40,national,CY,Cyprus,866,359760,896007,40151.472030910474,0.24071603291082944,TESSy
Cyprus,CY,2021-W41,national,CY,Cyprus,998,356874,896007,39829.376332997395,0.27965052091214265,TESSy
Cyprus,CY,2021-W42,national,CY,Cyprus,995,352757,896007,39369.89331556561,0.2820638569893723,TESSy
Cyprus,CY,2021-W43,national,CY,Cyprus,1087,337104,896007,37622.920356648996,0.32245241824481463,TESSy
Cyprus,CY,2021-W44,national,CY,Cyprus,1503,365321,896007,40772.114503569726,0.411418998634078,TESSy
Cyprus,CY,2021-W45,national,CY,Cyprus,1737,380757,896007,42494.86890169385,0.4561964717654567,TESSy
Cyprus,CY,2021-W46,national,CY,Cyprus,2416,385756,896007,43052.78865008867,0.6263026369000093,TESSy
Cyprus,CY,2021-W47,national,CY,Cyprus,3174,303561,896007,33879.31121073831,1.0455888602290808,TESSy
Cyprus,CY,2021-W48,national,CY,Cyprus,3558,382352,896007,42672.88090383222,0.9305561367535674,TESSy
Cyprus,CY,2021-W49,national,CY,Cyprus,4019,557507,896007,62221.27728912832,0.7208878094804191,TESSy
Cyprus,CY,2021-W50,national,CY,Cyprus,4310,378170,896007,42206.14347878979,1.139699077134622,TESSy
Cyprus,CY,2021-W51,national,CY,Cyprus,5599,386906,896007,43181.135861661794,1.44712152305728,TESSy
Cyprus,CY,2021-W52,national,CY,Cyprus,21937,548656,896007,61233.450185099005,3.998315884634452,TESSy
Cyprus,CY,2022-W01,national,CY,Cyprus,31675,594984,896007,66403.94550489003,5.323672569346402,TESSy
Cyprus,CY,2022-W02,national,CY,Cyprus,21366,467230,896007,52145.79796809623,4.572908417695782,TESSy
Cyprus,CY,2022-W03,national,CY,Cyprus,10220,394379,896007,44015.169524345234,2.591415871534742,TESSy
Cyprus,CY,2022-W04,national,CY,Cyprus,17392,370422,896007,41341.41809159973,4.695185491142535,TESSy
Cyprus,CY,2022-W05,national,CY,Cyprus,18255,379970,896007,42407.03476646946,4.804326657367687,TESSy
Cyprus,CY,2022-W06,national,CY,Cyprus,18505,366707,896007,40926.80079508307,5.0462630928779655,TESSy
Cyprus,CY,2022-W07,national,CY,Cyprus,16109,356390,896007,39775.35889786575,4.520048261735739,TESSy
Cyprus,CY,2022-W08,national,CY,Cyprus,13941,387067,896007,43199.10447128204,3.6017020309145447,TESSy
Cyprus,CY,2022-W09,national,CY,Cyprus,13078,352331,896007,39322.34904414809,3.7118505042133676,TESSy
Cyprus,CY,2022-W10,national,CY,Cyprus,19764,305708,896007,34118.929874431786,6.464992738168449,TESSy
Cyprus,CY,2022-W11,national,CY,Cyprus,24354,292565,896007,32652.088655557378,8.32430400082033,TESSy
Cyprus,CY,2022-W12,national,CY,Cyprus,32664,282706,896007,31551.762430427443,11.554052620036362,TESSy
Cyprus,CY,2022-W13,national,CY,Cyprus,29782,278601,896007,31093.618688246854,10.689839591386965,TESSy
Cyprus,CY,2022-W14,national,CY,Cyprus,17621,250143,896007,27917.527430031238,7.044370620005357,TESSy
Cyprus,CY,2022-W15,national,CY,Cyprus,6781,188337,896007,21019.5902487369,3.6004608759829453,TESSy
Cyprus,CY,2022-W16,national,CY,Cyprus,6115,92735,896007,10349.807534985775,6.594058338275732,TESSy
Cyprus,CY,2022-W17,national,CY,Cyprus,3786,144140,896007,16086.927892304411,2.626613015124185,TESSy
Cyprus,CY,2022-W18,national,CY,Cyprus,9559,130241,896007,14535.712332604544,7.339470673597408,TESSy
Cyprus,CY,2022-W19,national,CY,Cyprus,2422,94855,896007,10586.412829364055,2.5533709345843656,TESSy
Cyprus,CY,2022-W20,national,CY,Cyprus,2103,90094,896007,10055.055373451323,2.33422869447466,TESSy
Cyprus,CY,2022-W21,national,CY,Cyprus,1774,70898,896007,7912.661396618553,2.5021862393861602,TESSy
Cyprus,CY,2022-W22,national,CY,Cyprus,NA,62144,896007,6935.660100869748,NA,TESSy
Cyprus,CY,2022-W23,national,CY,Cyprus,2207,56417,896007,6296.490987235591,3.911941436091958,TESSy
Cyprus,CY,2022-W24,national,CY,Cyprus,3470,58675,896007,6548.4979470026465,5.913932680017043,TESSy
Cyprus,CY,2022-W25,national,CY,Cyprus,7263,80886,896007,9027.384830698868,8.979304205919442,TESSy
Cyprus,CY,2022-W26,national,CY,Cyprus,10879,100784,896007,11248.12640972671,10.794372122559137,TESSy
Cyprus,CY,2022-W27,national,CY,Cyprus,14914,117395,896007,13102.018176197284,12.704118574044891,TESSy
Cyprus,CY,2022-W28,national,CY,Cyprus,15386,118827,896007,13261.838356173555,12.948235670344282,TESSy
Cyprus,CY,2022-W29,national,CY,Cyprus,10152,106299,896007,11863.634993923039,9.550419100838202,TESSy
Cyprus,CY,2022-W30,national,CY,Cyprus,6863,90524,896007,10103.04606995258,7.581414873403738,TESSy
Cyprus,CY,2022-W31,national,CY,Cyprus,5472,81609,896007,9108.0761645835355,6.705142815130684,TESSy
Cyprus,CY,2022-W32,national,CY,Cyprus,3611,62256,896007,6948.160003214261,5.800244153173991,TESSy
Cyprus,CY,2022-W33,national,CY,Cyprus,2130,47799,896007,5334.668144333694,4.456160170714869,TESSy
Cyprus,CY,2022-W34,national,CY,Cyprus,2154,61899,896007,6908.316564491125,3.479862356419328,TESSy
Cyprus,CY,2022-W35,national,CY,Cyprus,1752,70530,896007,7871.590288915153,2.4840493407060826,TESSy
Cyprus,CY,2022-W36,national,CY,Cyprus,1869,67152,896007,7494.584305702969,2.7832380271622585,TESSy
Cyprus,CY,2022-W37,national,CY,Cyprus,2482,60632,896007,6766.911419218823,4.09354796147249,TESSy
Cyprus,CY,2022-W38,national,CY,Cyprus,2932,67851,896007,7572.597089085241,4.321233290592622,TESSy
Cyprus,CY,2022-W39,national,CY,Cyprus,2681,66692,896007,7443.245421073719,4.019972410484016,TESSy
Cyprus,CY,2022-W40,national,CY,Cyprus,2789,67760,896007,7562.440918430324,4.115997638724911,TESSy
Cyprus,CY,2022-W41,national,CY,Cyprus,2759,67695,896007,7555.18651081967,4.075633355491543,TESSy
Cyprus,CY,2022-W42,national,CY,Cyprus,2755,64916,896007,7245.032683896442,4.243946022552222,TESSy
Cyprus,CY,2022-W43,national,CY,Cyprus,2821,59421,896007,6631.756225118777,4.7474798471920705,TESSy
Cyprus,CY,2022-W44,national,CY,Cyprus,3544,71456,896007,7974.937695799252,4.959695476936856,TESSy
Cyprus,CY,2022-W45,national,CY,Cyprus,3625,70770,896007,7898.37579393911,5.122226932315953,TESSy
Czechia,CZ,2020-W01,national,CZ,Czechia,NA,NA,10701777,NA,NA,NA
Czechia,CZ,2020-W02,national,CZ,Czechia,NA,NA,10701777,NA,NA,NA
Czechia,CZ,2020-W03,national,CZ,Czechia,NA,NA,10701777,NA,NA,NA
Czechia,CZ,2020-W04,national,CZ,Czechia,NA,NA,10701777,NA,NA,NA
Czechia,CZ,2020-W05,national,CZ,Czechia,0,43,10701777,0.4018024296338823,0,TESSy
Czechia,CZ,2020-W06,national,CZ,Czechia,0,21,10701777,0.19622909354212856,0,TESSy
Czechia,CZ,2020-W07,national,CZ,Czechia,0,14,10701777,0.13081939569475237,0,TESSy
Czechia,CZ,2020-W08,national,CZ,Czechia,0,8,10701777,0.07475394039700135,0,TESSy
Czechia,CZ,2020-W09,national,CZ,Czechia,3,125,10701777,1.1680303187031462,2.4,TESSy
Czechia,CZ,2020-W10,national,CZ,Czechia,30,717,10701777,6.699821908081247,4.184100418410042,TESSy
Czechia,CZ,2020-W11,national,CZ,Czechia,266,4284,10701777,40.03073508259423,6.209150326797386,TESSy
Czechia,CZ,2020-W12,national,CZ,Czechia,866,12432,10701777,116.16762337694011,6.965894465894466,TESSy
Czechia,CZ,2020-W13,national,CZ,Czechia,1661,26524,10701777,247.84668938625802,6.262253053838034,TESSy
Czechia,CZ,2020-W14,national,CZ,Czechia,1773,42642,10701777,398.45719080111644,4.157872520050654,TESSy
Czechia,CZ,2020-W15,national,CZ,Czechia,1405,45100,10701777,421.4253389880952,3.11529933481153,TESSy
Czechia,CZ,2020-W16,national,CZ,Czechia,755,44165,10701777,412.68847220419565,1.7094984716404393,TESSy
Czechia,CZ,2020-W17,national,CZ,Czechia,658,46583,10701777,435.2828506891893,1.4125324689264325,TESSy
Czechia,CZ,2020-W18,national,CZ,Czechia,379,43476,10701777,406.25028908750386,0.8717453307571994,TESSy
Czechia,CZ,2020-W19,national,CZ,Czechia,344,45140,10701777,421.7991086900802,0.7620735489587949,TESSy
Czechia,CZ,2020-W20,national,CZ,Czechia,359,45693,10701777,426.9664748200229,0.7856783314730922,TESSy
Czechia,CZ,2020-W21,national,CZ,Czechia,486,47258,10701777,441.59021441018626,1.02839730839223,TESSy
Czechia,CZ,2020-W22,national,CZ,Czechia,318,39410,10701777,368.25659888072795,0.8069018015732048,TESSy
Czechia,CZ,2020-W23,national,CZ,Czechia,367,30973,10701777,289.4192244895404,1.1849029800148516,TESSy
Czechia,CZ,2020-W24,national,CZ,Czechia,399,23542,10701777,219.98215810327574,1.6948432588565117,TESSy
Czechia,CZ,2020-W25,national,CZ,Czechia,475,22721,10701777,212.31053497003347,2.0905769992517933,TESSy
Czechia,CZ,2020-W26,national,CZ,Czechia,1106,26321,10701777,245.94980814868407,4.201968010333954,TESSy
Czechia,CZ,2020-W27,national,CZ,Czechia,910,26475,10701777,247.38882150132636,3.437204910292729,TESSy
Czechia,CZ,2020-W28,national,CZ,Czechia,656,25402,10701777,237.36244924557857,2.5824738209589797,TESSy
Czechia,CZ,2020-W29,national,CZ,Czechia,771,27541,10701777,257.3497840592268,2.7994626193674885,TESSy
Czechia,CZ,2020-W30,national,CZ,Czechia,1375,35399,10701777,330.7768420141814,3.8842905166812622,TESSy
Czechia,CZ,2020-W31,national,CZ,Czechia,1454,45156,10701777,421.94861657087415,3.2199486225529275,TESSy
Czechia,CZ,2020-W32,national,CZ,Czechia,1567,48112,10701777,449.5701975475662,3.256983704689059,TESSy
Czechia,CZ,2020-W33,national,CZ,Czechia,1657,46601,10701777,435.45104705508254,3.555717688461621,TESSy
Czechia,CZ,2020-W34,national,CZ,Czechia,1907,48069,10701777,449.1683951179323,3.967213796833718,TESSy
Czechia,CZ,2020-W35,national,CZ,Czechia,2449,55606,10701777,519.5959512144572,4.404200985505161,TESSy
Czechia,CZ,2020-W36,national,CZ,Czechia,3784,69518,10701777,649.5930535648425,5.443194568313243,TESSy
Czechia,CZ,2020-W37,national,CZ,Czechia,8033,99363,10701777,928.4719724584058,8.084498253877198,TESSy
Czechia,CZ,2020-W38,national,CZ,Czechia,13099,129530,10701777,1210.3597374529484,10.112715201111712,TESSy
Czechia,CZ,2020-W39,national,CZ,Czechia,15306,136406,10701777,1274.6107492241708,11.22091403603947,TESSy
Czechia,CZ,2020-W40,national,CZ,Czechia,17864,122170,10701777,1141.586112287707,14.62224768764836,TESSy
Czechia,CZ,2020-W41,national,CZ,Czechia,34665,147316,10701777,1376.5564354405815,23.53104890168074,TESSy
Czechia,CZ,2020-W42,national,CZ,Czechia,56775,208593,10701777,1949.1435861539628,27.218075390832865,TESSy
Czechia,CZ,2020-W43,national,CZ,Czechia,84210,269470,10701777,2517.9930398474944,31.25023193676476,TESSy
Czechia,CZ,2020-W44,national,CZ,Czechia,83550,269556,10701777,2518.796644706762,30.995414681921382,TESSy
Czechia,CZ,2020-W45,national,CZ,Czechia,73172,248150,10701777,2318.773788689486,29.48700382832964,TESSy
Czechia,CZ,2020-W46,national,CZ,Czechia,45344,241106,10701777,2252.952944169926,18.806665947757416,TESSy
Czechia,CZ,2020-W47,national,CZ,Czechia,32156,218645,10701777,2043.0719122627952,14.706945047908711,TESSy
Czechia,CZ,2020-W48,national,CZ,Czechia,27421,241188,10701777,2253.7191720589954,11.369139426505464,TESSy
Czechia,CZ,2020-W49,national,CZ,Czechia,27109,233187,10701777,2178.9558874194445,11.625433664826941,TESSy
Czechia,CZ,2020-W50,national,CZ,Czechia,34259,231174,10701777,2160.145927167049,14.819573135387197,TESSy
Czechia,CZ,2020-W51,national,CZ,Czechia,46543,319669,10701777,2987.0646715961284,14.559747739067598,TESSy
Czechia,CZ,2020-W52,national,CZ,Czechia,46905,320361,10701777,2993.5308874404686,14.641295288752376,TESSy
Czechia,CZ,2020-W53,national,CZ,Czechia,72541,325810,10701777,3044.4476650933766,22.26481691783555,TESSy
Czechia,CZ,2021-W01,national,CZ,Czechia,90140,436171,10701777,4075.6876171125596,20.666206602456377,TESSy
Czechia,CZ,2021-W02,national,CZ,Czechia,57168,373168,10701777,3486.9723037585254,15.319641555546028,TESSy
Czechia,CZ,2021-W03,national,CZ,Czechia,48884,330293,10701777,3086.337904443346,14.800192556306067,TESSy
Czechia,CZ,2021-W04,national,CZ,Czechia,48123,361908,10701777,3381.7561326497457,13.297025763453695,TESSy
Czechia,CZ,2021-W05,national,CZ,Czechia,50707,397232,10701777,3711.8321564727053,12.765084383936843,TESSy
Czechia,CZ,2021-W06,national,CZ,Czechia,54291,414892,10701777,3876.8514798990855,13.085574077109223,TESSy
Czechia,CZ,2021-W07,national,CZ,Czechia,67166,489133,10701777,4570.5773910258085,13.731643540713875,TESSy
Czechia,CZ,2021-W08,national,CZ,Czechia,83968,594364,10701777,5553.881378765414,14.127369759945084,TESSy
Czechia,CZ,2021-W09,national,CZ,Czechia,86574,736960,10701777,6886.3329893717655,11.747448979591837,TESSy
Czechia,CZ,2021-W10,national,CZ,Czechia,78369,1187122,10701777,11092.75590399613,6.601596129125734,TESSy
Czechia,CZ,2021-W11,national,CZ,Czechia,66113,1272257,10701777,11888.277993458469,5.196512968684786,TESSy
Czechia,CZ,2021-W12,national,CZ,Czechia,50392,1294060,10701777,12092.010513767946,3.8941007372146577,TESSy
Czechia,CZ,2021-W13,national,CZ,Czechia,37718,1208144,10701777,11289.19057087435,3.1219788369598325,TESSy
Czechia,CZ,2021-W14,national,CZ,Czechia,27927,1306628,10701777,12209.448954131636,2.137333655791855,TESSy
Czechia,CZ,2021-W15,national,CZ,Czechia,22025,1346087,10701777,12578.163420897296,1.6362241073571024,TESSy
Czechia,CZ,2021-W16,national,CZ,Czechia,17822,1352908,10701777,12641.90049932829,1.31731056361556,TESSy
Czechia,CZ,2021-W17,national,CZ,Czechia,14740,1373099,10701777,12830.57010064777,1.0734841406191395,TESSy
Czechia,CZ,2021-W18,national,CZ,Czechia,11102,1446199,10701777,13513.634231025371,0.7676675201683862,TESSy
Czechia,CZ,2021-W19,national,CZ,Czechia,7847,1448255,10701777,13532.845993707402,0.5418244715191731,TESSy
Czechia,CZ,2021-W20,national,CZ,Czechia,5164,1599487,10701777,14945.994482972314,0.32285351490821745,TESSy
Czechia,CZ,2021-W21,national,CZ,Czechia,3316,1410350,10701777,13178.652479863858,0.23511894210656928,TESSy
Czechia,CZ,2021-W22,national,CZ,Czechia,2440,1294763,10701777,12098.579516280333,0.18845147722015534,TESSy
Czechia,CZ,2021-W23,national,CZ,Czechia,1485,1116542,10701777,10433.239264843585,0.1329999229764756,TESSy
Czechia,CZ,2021-W24,national,CZ,Czechia,994,1074015,10701777,10035.856661935677,0.09254991783168764,TESSy
Czechia,CZ,2021-W25,national,CZ,Czechia,731,934539,10701777,8732.559088084156,0.07822038459604147,TESSy
Czechia,CZ,2021-W26,national,CZ,Czechia,1073,883038,10701777,8251.32125253591,0.12151232449792648,TESSy
Czechia,CZ,2021-W27,national,CZ,Czechia,1443,537973,10701777,5026.950197149502,0.2682290746933396,TESSy
Czechia,CZ,2021-W28,national,CZ,Czechia,1658,725863,10701777,6782.6399297985745,0.228417759274133,TESSy
Czechia,CZ,2021-W29,national,CZ,Czechia,1422,722441,10701777,6750.663931793757,0.19683268253047653,TESSy
Czechia,CZ,2021-W30,national,CZ,Czechia,1245,755195,10701777,7056.72525226418,0.16485808301167248,TESSy
Czechia,CZ,2021-W31,national,CZ,Czechia,1247,731800,10701777,6838.116697815699,0.1704017491117792,TESSy
Czechia,CZ,2021-W32,national,CZ,Czechia,1325,742763,10701777,6940.55762888724,0.17838799186281493,TESSy
Czechia,CZ,2021-W33,national,CZ,Czechia,1358,673918,10701777,6297.253250558295,0.2015081953590793,TESSy
Czechia,CZ,2021-W34,national,CZ,Czechia,1363,564156,10701777,5271.610499826337,0.24159984117868108,TESSy
Czechia,CZ,2021-W35,national,CZ,Czechia,1801,561579,10701777,5247.530386775953,0.3207028752855787,TESSy
Czechia,CZ,2021-W36,national,CZ,Czechia,2672,526801,10701777,4922.556319385089,0.5072124008876217,TESSy
Czechia,CZ,2021-W37,national,CZ,Czechia,3154,505769,10701777,4726.028210081373,0.6236048472721737,TESSy
Czechia,CZ,2021-W38,national,CZ,Czechia,3405,513245,10701777,4795.88576738237,0.6634258492532806,TESSy
Czechia,CZ,2021-W39,national,CZ,Czechia,4588,457388,10701777,4273.944411287956,1.00308709454555,TESSy
Czechia,CZ,2021-W40,national,CZ,Czechia,6169,447171,10701777,4178.474285158437,1.3795617336544632,TESSy
Czechia,CZ,2021-W41,national,CZ,Czechia,9866,493116,10701777,4607.795509100965,2.00074627471021,TESSy
Czechia,CZ,2021-W42,national,CZ,Czechia,22090,588543,10701777,5499.488542884046,3.7533366296090516,TESSy
Czechia,CZ,2021-W43,national,CZ,Czechia,35293,702308,10701777,6562.536296542154,5.025288050257152,TESSy
Czechia,CZ,2021-W44,national,CZ,Czechia,54967,605603,10701777,5658.901320780652,9.076408141967592,TESSy
Czechia,CZ,2021-W45,national,CZ,Czechia,78996,706783,10701777,6604.351781951727,11.176839284476282,TESSy
Czechia,CZ,2021-W46,national,CZ,Czechia,110415,796054,10701777,7438.521658599315,13.870290206443281,TESSy
Czechia,CZ,2021-W47,national,CZ,Czechia,132098,798640,10701777,7462.685869832646,16.54036862666533,TESSy
Czechia,CZ,2021-W48,national,CZ,Czechia,117477,787617,10701777,7359.684284208128,14.915498268828632,TESSy
Czechia,CZ,2021-W49,national,CZ,Czechia,93758,701573,10701777,6555.668278268178,13.363969251952398,TESSy
Czechia,CZ,2021-W50,national,CZ,Czechia,70422,648501,10701777,6059.750637674472,10.859196824677218,TESSy
Czechia,CZ,2021-W51,national,CZ,Czechia,41980,492815,10701777,4604.982892093528,8.518409545164007,TESSy
Czechia,CZ,2021-W52,national,CZ,Czechia,37296,363602,10701777,3397.5852795288106,10.257369321400873,TESSy
Czechia,CZ,2022-W01,national,CZ,Czechia,50784,536316,10701777,5011.466787244773,9.46904436936433,TESSy
Czechia,CZ,2022-W02,national,CZ,Czechia,81272,600367,10701777,5609.974866790814,13.537053169144873,TESSy
Czechia,CZ,2022-W03,national,CZ,Czechia,182474,877245,10701777,8197.190055445933,20.800802512411014,TESSy
Czechia,CZ,2022-W04,national,CZ,Czechia,290974,1070856,10701777,10006.338199721411,27.172094100420598,TESSy
Czechia,CZ,2022-W05,national,CZ,Czechia,269345,959010,10701777,8961.222047516034,28.08573424677532,TESSy
Czechia,CZ,2022-W06,national,CZ,Czechia,187514,697500,10701777,6517.609178363557,26.88372759856631,TESSy
Czechia,CZ,2022-W07,national,CZ,Czechia,125913,526343,10701777,4918.276656297361,23.9222332205425,TESSy
Czechia,CZ,2022-W08,national,CZ,Czechia,79273,316382,10701777,2956.3501463355105,25.056103065281842,TESSy
Czechia,CZ,2022-W09,national,CZ,Czechia,64607,256043,10701777,2392.5278951336772,25.2328710411923,TESSy
Czechia,CZ,2022-W10,national,CZ,Czechia,64065,228294,10701777,2133.2345086241285,28.062498357381273,TESSy
Czechia,CZ,2022-W11,national,CZ,Czechia,64197,202913,10701777,1896.068288472092,31.637696944010486,TESSy
Czechia,CZ,2022-W12,national,CZ,Czechia,59330,193124,10701777,1804.5974981538113,30.721194672852675,TESSy
Czechia,CZ,2022-W13,national,CZ,Czechia,49852,180503,10701777,1686.663812934992,27.618377533891405,TESSy
Czechia,CZ,2022-W14,national,CZ,Czechia,37413,150731,10701777,1408.4670237475514,24.8210388042274,TESSy
Czechia,CZ,2022-W15,national,CZ,Czechia,22277,111613,10701777,1042.938943691314,19.959144544094325,TESSy
Czechia,CZ,2022-W16,national,CZ,Czechia,16351,96574,10701777,902.4108799875011,16.93105804875018,TESSy
Czechia,CZ,2022-W17,national,CZ,Czechia,11913,88253,10701777,824.65743773207,13.498691262619968,TESSy
Czechia,CZ,2022-W18,national,CZ,Czechia,7681,67319,10701777,629.0450641982168,11.409854573003164,TESSy
Czechia,CZ,2022-W19,national,CZ,Czechia,4153,48029,10701777,448.7946254159473,8.646859189239834,TESSy
Czechia,CZ,2022-W20,national,CZ,Czechia,2676,39318,10701777,367.3969285661624,6.806043033725011,TESSy
Czechia,CZ,2022-W21,national,CZ,Czechia,1855,36256,10701777,338.78485787921016,5.116394527802295,TESSy
Czechia,CZ,2022-W22,national,CZ,Czechia,1709,31894,10701777,298.0252718777452,5.358374615915219,TESSy
Czechia,CZ,2022-W23,national,CZ,Czechia,2312,27740,10701777,259.20928832660223,8.334534967555877,TESSy
Czechia,CZ,2022-W24,national,CZ,Czechia,2959,26398,10701777,246.66931482500522,11.209182513826805,TESSy
Czechia,CZ,2022-W25,national,CZ,Czechia,4695,27217,10701777,254.32224947314822,17.25024800676048,TESSy
Czechia,CZ,2022-W26,national,CZ,Czechia,8296,36886,10701777,344.671730685474,22.49091796345497,TESSy
Czechia,CZ,2022-W27,national,CZ,Czechia,8092,30056,10701777,280.85055407153413,26.923076923076923,TESSy
Czechia,CZ,2022-W28,national,CZ,Czechia,14710,47462,10701777,443.4964398903098,30.993215625131683,TESSy
Czechia,CZ,2022-W29,national,CZ,Czechia,21532,58087,10701777,542.7790169800772,37.06853512834197,TESSy
Czechia,CZ,2022-W30,national,CZ,Czechia,22681,60371,10701777,564.1212669634211,37.569362773517085,TESSy
Czechia,CZ,2022-W31,national,CZ,Czechia,20479,54472,10701777,508.99958016318226,37.59546188867675,TESSy
Czechia,CZ,2022-W32,national,CZ,Czechia,17807,49844,10701777,465.754425643517,35.72546344595137,TESSy
Czechia,CZ,2022-W33,national,CZ,Czechia,18193,48804,10701777,456.03641339190676,37.27768215720023,TESSy
Czechia,CZ,2022-W34,national,CZ,Czechia,15449,43643,10701777,407.8107775932913,35.398574800082486,TESSy
Czechia,CZ,2022-W35,national,CZ,Czechia,15997,44148,10701777,412.52962008085194,36.234937029990036,TESSy
Czechia,CZ,2022-W36,national,CZ,Czechia,18736,51339,10701777,479.72406825520653,36.494672666004405,TESSy
Czechia,CZ,2022-W37,national,CZ,Czechia,22184,63874,10701777,596.8541486147582,34.730876412937974,TESSy
Czechia,CZ,2022-W38,national,CZ,Czechia,24283,72991,10701777,682.0456079396907,33.26848515570413,TESSy
Czechia,CZ,2022-W39,national,CZ,Czechia,26272,68580,10701777,640.8281540532942,38.30854476523768,TESSy
Czechia,CZ,2022-W40,national,CZ,Czechia,26098,72565,10701777,678.0649606135504,35.96499689933163,TESSy
Czechia,CZ,2022-W41,national,CZ,Czechia,19787,62029,10701777,579.6140211106997,31.899595350561835,TESSy
Czechia,CZ,2022-W42,national,CZ,Czechia,14326,52770,10701777,493.09567934372024,27.148000758006443,TESSy
Czechia,CZ,2022-W43,national,CZ,Czechia,8063,35128,10701777,328.24455228323296,22.953199726713734,TESSy
Czechia,CZ,2022-W44,national,CZ,Czechia,7123,37108,10701777,346.7461525314908,19.19532176350113,TESSy
Czechia,CZ,2022-W45,national,CZ,Czechia,5186,32913,10701777,307.54705503581323,15.756691884665633,TESSy
Denmark,DK,2020-W01,national,DK,Denmark,NA,NA,5840045,NA,NA,NA
Denmark,DK,2020-W02,national,DK,Denmark,NA,NA,5840045,NA,NA,NA
Denmark,DK,2020-W03,national,DK,Denmark,NA,NA,5840045,NA,NA,NA
Denmark,DK,2020-W04,national,DK,Denmark,NA,NA,5840045,NA,NA,NA
Denmark,DK,2020-W05,national,DK,Denmark,0,3,5840045,0.051369467187324755,0,Country website
Denmark,DK,2020-W06,national,DK,Denmark,0,4,5840045,0.068492622916433,0,Country website
Denmark,DK,2020-W07,national,DK,Denmark,0,4,5840045,0.068492622916433,0,Country website
Denmark,DK,2020-W08,national,DK,Denmark,0,9,5840045,0.15410840156197428,0,Country website
Denmark,DK,2020-W09,national,DK,Denmark,4,337,5840045,5.770503480709481,1.1869436201780414,Country website
Denmark,DK,2020-W10,national,DK,Denmark,81,805,5840045,13.784140361932144,10.062111801242237,Country website
Denmark,DK,2020-W11,national,DK,Denmark,832,4959,5840045,84.91372926064783,16.77757612421859,Country website
Denmark,DK,2020-W12,national,DK,Denmark,553,7352,5840045,125.88944092040387,7.521762785636562,Country website
Denmark,DK,2020-W13,national,DK,Denmark,1138,10025,5840045,171.65963618431022,11.351620947630924,Country website
Denmark,DK,2020-W14,national,DK,Denmark,850,28264,5840045,483.9688735275156,3.0073591848287573,Country website
Denmark,DK,2020-W15,national,DK,Denmark,0,27841,5840045,476.7257786541028,0,Country website
Denmark,DK,2020-W16,national,DK,Denmark,0,28325,5840045,485.0133860269912,0,Country website
Denmark,DK,2020-W17,national,DK,Denmark,0,78114,5840045,1337.5581866235618,0,Country website
Denmark,DK,2020-W18,national,DK,Denmark,0,100236,5840045,1716.3566376628949,0,Country website
Denmark,DK,2020-W19,national,DK,Denmark,0,85581,5840045,1465.4167904528133,0,Country website
Denmark,DK,2020-W20,national,DK,Denmark,498,86423,5840045,1479.8344875767225,0.5762354928664823,Country website
Denmark,DK,2020-W21,national,DK,Denmark,433,82950,5840045,1420.3657677295294,0.5220012055455093,Country website
Denmark,DK,2020-W22,national,DK,Denmark,309,88820,5840045,1520.8786918593948,0.34789461832920515,Country website
Denmark,DK,2020-W23,national,DK,Denmark,279,74955,5840045,1283.466137675309,0.37222333400040025,Country website
Denmark,DK,2020-W24,national,DK,Denmark,245,95955,5840045,1643.0524079865825,0.25532801834193114,Country website
Denmark,DK,2020-W25,national,DK,Denmark,198,113160,5840045,1937.6563023058898,0.17497348886532343,Country website
Denmark,DK,2020-W26,national,DK,Denmark,284,114061,5840045,1953.0842656178163,0.24898957575332498,Country website
Denmark,DK,2020-W27,national,DK,Denmark,157,103260,5840045,1768.137060587718,0.15204338562851055,Country website
Denmark,DK,2020-W28,national,DK,Denmark,114,97530,5840045,1670.0213782599278,0.1168871116579514,Country website
Denmark,DK,2020-W29,national,DK,Denmark,227,102400,5840045,1753.4111466606848,0.2216796875,Country website
Denmark,DK,2020-W30,national,DK,Denmark,265,107985,5840045,1849.0439714077545,0.24540445432235958,Country website
Denmark,DK,2020-W31,national,DK,Denmark,351,131798,5840045,2256.7976787850093,0.2663166360642802,Country website
